Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2021-01-01,897.047119140625,901.3348599535196,894.5647051802756,897.27275515116,10015175
2021-01-04,898.55908203125,902.1923588792536,888.2458453983129,900.4772865018267,24513534
2021-01-05,887.3883056640625,895.286819208082,882.8296824610696,888.6971735420237,24123091
2021-01-06,863.9861450195312,887.3431733969305,859.8789129484342,887.2980461940915,46401468
2021-01-07,862.5868530273438,877.8648566159659,859.878803357666,866.8069025676972,32325918
2021-01-08,872.7647094726562,874.8860460383853,863.0156822176616,865.678604878862,27540187
2021-01-11,856.3131713867188,875.0665066757083,854.1692713388484,875.0665066757083,33307825
2021-01-12,883.3036499023438,884.6350813991116,857.5092762592445,858.9084582491231,41161546
2021-01-13,875.0665893554688,891.3826993524976,865.8817711258671,886.2373626282811,26619458
2021-01-14,884.9058837890625,887.7493749036234,875.1794202704835,877.8649064942006,21553242
2021-01-15,874.457275390625,890.8636390967538,866.6038890308039,884.9058936036437,20593268
2021-01-18,895.4447631835938,901.3348178565226,868.093322463363,879.7154269171596,35100458
2021-01-19,910.0908813476562,916.6804669801634,900.2741041573885,900.2741041573885,32006615
2021-01-20,927.3773803710938,928.8668167227358,903.3207030552749,912.3476352561834,30924537
2021-01-21,947.5524291992188,956.8501242760648,936.5396618324675,939.6990432246472,39087742
2021-01-22,925.0756225585938,954.7515344001,918.5536671571999,952.7881428838759,30532660
2021-01-25,876.0595092773438,918.4633177239738,871.9974047459384,918.4633177239738,54207104
2021-01-27,855.297607421875,868.837975005022,852.1382261241113,868.837975005022,42370131
2021-01-28,846.9703369140625,868.0707040284875,844.0140279643443,848.5951547796549,34067814
2021-01-29,831.3538818359375,863.4670185270817,825.9602859922227,854.9817319108826,43712383
2021-02-01,855.43310546875,859.8111004411335,834.084477925657,839.2298143671649,34180952
2021-02-02,869.1991577148438,875.6082351731134,837.2214015345261,863.9861301874793,41470034
2021-02-03,871.38818359375,881.0243335187519,857.554427887479,870.3275152709535,30301696
2021-02-04,868.5220947265625,875.6081993096957,859.8111124753323,868.3866534338506,25626981
2021-02-05,868.2738037109375,877.7069402051127,866.5812949964159,871.1172947571725,20248046
2021-02-08,880.776123046875,888.6972004305863,870.6660182415897,872.4713450669083,21183400
2021-02-09,882.8973999023438,897.9948961529354,881.1597638793062,885.5152551213864,19604141
2021-02-10,891.08935546875,895.8059243068913,869.8761670362735,881.814282391384,21234156
2021-02-11,927.8286743164062,931.6651427302581,890.1639989701773,893.6618940174507,42539278
2021-02-12,921.46484375,937.8937722721672,909.6396062888572,927.7385398005773,30497029
2021-02-15,917.4026489257812,930.3562442810988,913.9724445678881,924.3759353313053,15791099
2021-02-16,929.5438232421875,938.5255683500038,918.4858688517324,920.6297689320974,21421660
2021-02-17,940.2633056640625,945.9953555067547,925.5268870227972,929.7695004811927,23742994
2021-02-18,933.244873046875,951.6145681859424,929.3632772705301,941.0531321070791,18646877
2021-02-19,938.9318237304688,950.0574695218014,926.745509641073,928.4155145358285,23403483
2021-02-22,906.3447265625,943.2647459186029,900.4096042931712,938.7964367473062,23804335
2021-02-23,913.2728881835938,926.5649977273687,908.8271426020757,924.3534067368045,25644108
2021-02-24,930.2208862304688,932.1390906998175,914.4914901976813,916.2291858661802,10807663
2021-02-25,967.8404541015625,971.2932222091624,935.637002954952,936.9910577541981,34855693
2021-02-26,941.4142456054688,963.123891576847,934.5989040579532,955.4962007136306,37481215
2021-03-01,948.590576171875,953.2394537638484,930.897848571293,952.4269850885058,17680764
2021-03-02,950.53125,961.3635079846885,942.9035601228561,957.7527951178306,17150760
2021-03-03,993.9055786132812,1001.9395335212855,951.0730007855624,957.3241328149178,31924461
2021-03-04,982.0578002929688,988.421750465709,973.8659000002634,983.9308776144062,21435754
2021-03-05,983.343994140625,998.3512343189884,971.7670178094675,973.0985088715871,25511666
2021-03-08,988.9407958984375,1007.3556183257853,978.5147413680846,978.7403773670584,19506841
2021-03-09,988.918212890625,999.1863226399736,968.8560080852714,992.9577540495018,15154484
2021-03-10,984.8109130859375,999.7730267712369,979.5301951697431,996.1171267701603,11519358
2021-03-12,964.7938842773438,995.8463528292266,958.6104430105866,990.7010162557301,16864952
2021-03-15,951.84033203125,969.8940783739292,939.0221172112458,965.8997240046931,16698099
2021-03-16,948.0941162109375,959.5582754400099,945.7922708635552,954.1421160708194,13873801
2021-03-17,927.6707763671875,949.1773492874154,918.5310260738679,946.9431947370554,19210236
2021-03-18,906.7962036132812,940.9629894194235,903.1403030928562,935.591956651123,20647480
2021-03-19,939.6990966796875,945.9502287147974,894.9257507304794,898.6267780925764,41787429
2021-03-22,930.8526611328125,936.0882516774249,917.6734303772165,934.7342566902689,18572478
2021-03-23,942.1815185546875,952.2013688377597,927.9641819762402,930.6496682735799,17421165
2021-03-24,924.0375366210938,938.6836425321573,920.9232819612579,938.6836425321573,16822814
2021-03-25,898.8298950195312,927.0614969311192,895.9187129062007,927.0614969311192,22001648
2021-03-26,900.274169921875,908.8722746334809,890.818529006779,908.1049928320286,20180202
2021-03-30,915.9132080078125,924.7595715908199,898.8749446091667,906.2995626603248,20441701
2021-03-31,904.0880126953125,925.210945158364,902.2374989986004,910.8130997767836,16250796
2021-04-01,912.5507202148438,916.2291839450849,904.1105608753422,910.813084242052,11723312
2021-04-05,899.3489990234375,913.9725410564147,885.5829932474485,913.9499774544976,14875099
2021-04-06,895.602783203125,904.9230424620014,888.6971873373794,904.4942743627021,14009194
2021-04-07,903.9752197265625,923.8569756395913,899.664915309728,902.6889153894526,24266353
2021-04-08,905.1035766601562,912.6184496390974,899.5294718287386,907.6536814191865,15369188
2021-04-09,894.5872802734375,905.5549215962554,893.6619935421585,901.989335355401,14037885
2021-04-12,862.5868530273438,885.2669107795369,857.6672125480122,884.1836789732539,20901482
2021-04-13,871.9072265625,875.8790770428972,865.610966973059,868.3867078045856,19411189
2021-04-15,877.5488891601562,885.0863247656745,863.4218084533044,869.4246806200028,19723716
2021-04-16,872.04248046875,880.0764346591261,869.4923760258712,874.07356246059,15656948
2021-04-19,858.3217163085938,864.9564895083129,853.0409979470431,859.3598210383852,18478808
2021-04-20,858.0734252929688,866.1298835841033,853.2440391612164,862.2934748740392,17203668
2021-04-22,860.4429321289062,864.076268326873,847.0380060050811,854.0564191309984,14490954
2021-04-23,859.517822265625,866.0848449417196,855.4557174605446,860.262540485022,11828857
2021-04-26,874.6378173828125,885.5378273951245,862.7448895453444,866.5813583165724,20846778
2021-04-27,897.566162109375,901.4251348981196,874.8184105130574,875.6082559520604,19992524
2021-04-28,901.47021484375,906.2996013229371,893.7297060704715,901.7184741400474,17122437
2021-04-29,913.543701171875,922.7737059327087,905.9837012820783,913.0246189844161,17412606
2021-04-30,900.2064208984375,918.9371927131189,897.0696030939774,906.5252433975188,19828769
2021-05-03,884.2063598632812,893.2106694861402,877.007436823715,887.3431780134558,23640186
2021-05-04,865.046630859375,888.1555160324492,862.5191497068099,880.121561842195,21849830
2021-05-05,866.6264038085938,874.9311213941457,861.1876811156937,868.0932764991574,12393609
2021-05-06,871.546142578125,873.3515291463112,860.5333143582229,867.4163469186785,14624666
2021-05-07,871.8846435546875,882.6717759114722,869.2894115930914,874.5926935213764,12288548
2021-05-10,869.3795776367188,878.6772726130321,867.0100416182049,875.1568139833493,13941237
2021-05-11,872.5165405273438,874.9537675806936,862.0678622246373,864.324640162575,13478264
2021-05-12,863.4895629882812,872.4036175039552,860.7138223730607,871.1398768410697,13177961
2021-05-14,874.3895263671875,876.5108030934095,860.2624453618109,870.2145443263449,13291616
2021-05-17,884.7930297851562,886.1921519936135,871.2752254332202,874.3895393110239,11873078
2021-05-18,897.2501220703125,903.8623311241566,890.2768357355067,894.1133042302491,12064918
2021-05-19,901.3573608398438,910.1134700489604,890.0512067367108,893.6619198826413,16317002
2021-05-20,896.0993041992188,907.6085916449601,894.1134087677735,901.7411000663334,11422532
2021-05-21,903.83984375,907.0217890570246,896.3700979084354,899.0781478980009,10785605
2021-05-24,896.2119750976562,907.1119838096187,894.5645936578591,906.2995151967815,8551760
2021-05-25,886.0568237304688,901.3348284850034,884.6350781454706,901.0640055897504,14780102
2021-05-26,889.1710205078125,893.4362569865272,887.0271801611135,891.4051749417887,7480204
2021-05-27,891.9017333984375,899.5294239766795,885.6506014850115,889.283937975624,26819294
2021-05-28,945.4762573242188,950.0799477100439,898.1753741090896,898.1753741090896,56469931
2021-05-31,975.0393676757812,989.2115769657272,941.0757172389948,948.7259715836556,59124142
2021-06-01,978.9209594726562,993.860450495012,968.8107952002592,977.6120318921522,28013832
2021-06-02,993.52197265625,997.2455637461187,973.5499623771119,973.5499623771119,24630162
2021-06-03,997.3131713867188,1015.5249208069228,991.1974809457165,1002.4358843892015,23974257
2021-06-04,988.6699829101562,1000.38234182816,985.8490553582253,999.6376236399614,14468646
2021-06-07,1005.3245239257812,1011.9141694726093,986.1875471509084,993.8604245557929,16336573
2021-06-08,999.5474853515625,1005.2118450214822,992.1228662072214,1004.9636453912932,9674735
2021-06-09,981.674072265625,1002.4358661639994,973.9786315641471,1001.5332028305284,11409161
2021-06-10,985.284912109375,1006.4980988117626,982.8250618353879,989.9788572705107,14155653
2021-06-11,1002.375244140625,1009.1011338517071,987.4063134106076,988.6745196444147,13762778
2021-06-14,1016.7555541992188,1022.8019971914159,994.1775627019242,1003.2133236938203,20332436
2021-06-15,1019.0653076171875,1030.3429509893165,1014.6719900296001,1024.0474438114227,15174215
2021-06-16,1001.6732788085938,1017.7292188167856,999.0689992893482,1016.7554817175181,10797349
2021-06-17,1003.507568359375,1012.2715613635339,987.315775310826,996.419402245226,15745975
2021-06-18,1008.0366821289062,1012.2715036865906,989.3311797612216,1007.9687553467284,29369026
2021-06-21,1013.29052734375,1017.9329096042337,996.4873342427861,998.0046053152495,12186448
2021-06-22,1008.08203125,1024.0474616919707,1005.1833424900376,1020.8769459855561,12871913
